pcm_LOGenergy_sma,pcm_zcr_sma,voiceprob_sma,f0_sma,f0env_sma,pcm_fftMag_fband0-250_sma,pcm_fftMag_fband0-650_sma,pcm_fftMag_spectralRollOff25_0_sma,pcm_fftMag_spectralRollOff50_0_sma,pcm_fftMag_spectralRollOff75_0_sma,pcm_fftMag_spectralRollOff90_0_sma,pcm_fftmag_spectralflux_sma,pcm_fftmag_spectralcentroid_sma,pcm_fftmag_spectralmaxpos_sma,pcm_fftmag_spectralminpos_sma,f0final_sma,voicingfinalunclipped_sma,jitterlocal_sma,jitterddp_sma,shimmerlocal_sma,loghnr_sma,audspec_lengthl1norm_sma,audspecrasta_lengthl1norm_sma,pcm_rmsenergy_sma,audSpec_Rfilt_sma_compare_0_,audSpec_Rfilt_sma_compare_1_,audSpec_Rfilt_sma_compare_2_,audSpec_Rfilt_sma_compare_3_,audSpec_Rfilt_sma_compare_4_,audSpec_Rfilt_sma_compare_5_,audSpec_Rfilt_sma_compare_6_,audSpec_Rfilt_sma_compare_7_,audSpec_Rfilt_sma_compare_8_,audSpec_Rfilt_sma_compare_9_,audSpec_Rfilt_sma_compare_10_,audSpec_Rfilt_sma_compare_11_,audSpec_Rfilt_sma_compare_12_,audSpec_Rfilt_sma_compare_13_,audSpec_Rfilt_sma_compare_14_,audSpec_Rfilt_sma_compare_15_,audSpec_Rfilt_sma_compare_16_,audSpec_Rfilt_sma_compare_17_,audSpec_Rfilt_sma_compare_18_,audSpec_Rfilt_sma_compare_19_,audSpec_Rfilt_sma_compare_20_,audSpec_Rfilt_sma_compare_21_,audSpec_Rfilt_sma_compare_22_,audSpec_Rfilt_sma_compare_23_,audSpec_Rfilt_sma_compare_24_,audSpec_Rfilt_sma_compare_25_,pcm_fftMag_fband250-650_sma_compare,pcm_fftMag_fband1000-4000_sma_compare,pcm_fftmag_spectralentropy_sma_compare,pcm_fftmag_spectralvariance_sma_compare,pcm_fftmag_spectralskewness_sma_compare,pcm_fftmag_spectralkurtosis_sma_compare,pcm_fftmag_psysharpness_sma_compare,pcm_fftmag_spectralharmonicity_sma_compare,loudness_sma3,alpharatio_sma3,hammarbergindex_sma3,slope0-500_sma3,slope500-1500_sma3,F0semitoneFrom27_5Hz_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,f1frequency_sma3nz,f1bandwidth_sma3nz,f1amplitudelogrelf0_sma3nz,f2frequency_sma3nz,f2amplitudelogrelf0_sma3nz,f3frequency_sma3nz,f3amplitudelogrelf0_sma3nz,pcm_fftMag_mfcc_0_,pcm_fftMag_mfcc_1_,pcm_fftMag_mfcc_2_,pcm_fftMag_mfcc_3_,pcm_fftMag_mfcc_4_,pcm_fftMag_mfcc_5_,pcm_fftMag_mfcc_6_,pcm_fftMag_mfcc_7_,pcm_fftMag_mfcc_8_,pcm_fftMag_mfcc_9_,pcm_fftMag_mfcc_10_,pcm_fftMag_mfcc_11_,pcm_fftMag_mfcc_12_
-0.2692912460416796,-2.386985273069404,0.0,0.1651472344345597,0.0,0.0782026444715198,0.0,-0.3261738395556648,-0.6402064035974011,-0.5596683110788119,1.1987039416983505,0.0,0.0,0.2685550689639289,0.4195811734334116,0.1666145155003167,0.0835192121512209,0.0,0.0,0.0,0.0,0.2148348346443631,0.6123462211922268,0.6250503725298122,0.0,-0.1447493347347146,-0.4835141762638986,0.2219040254438238,0.539571331691242,0.4464485165209626,0.2847840983447915,-0.1784707679739408,-0.1938567163776783,0.0,-0.2622608548068585,-0.1289867581052903,0.0,0.0,0.0,0.0,-0.2761741764400454,-0.202606020001081,-0.1148057588624422,0.0,-0.2406184104716087,0.1048672040870348,0.0,0.0,0.0,0.0,0.0,0.0,3.0154967905253747,0.6435807731871117,-0.7617378178881156,0.5013758909825441,0.0,0.0,0.648645052026787,-0.7778231874030883,0.4483670904310632,-0.525399585043745,0.6801587006682861,0.4351447033658036,-0.0701980758006022,-0.4838128107124849,-0.0501795898257626,0.0,0.3512199956544326,-0.2572725653591523,0.5675615682549848,0.4343006324637914,-0.8705938538846503,-1.093599331258547,0.2430288629263355,0.0,0.0,0.3345956142378696,-0.1500648816860965,0.3153129600721849,0.1709913962540443,0.0,0.5313603972824739,0.0,0.2966770220673489,-1.585511600757192
0.0,0.6533817949163115,0.0,0.0792932931690017,-0.2953124666905698,0.0,0.0,-0.1064804250178663,-0.6802814485413528,-0.8349873955832665,0.9977463740288,0.0,0.423552798151632,0.1488954827530246,0.0,0.0497783903121374,0.0762388498002931,0.0,0.0,0.0,0.0,-0.1131658968073661,-0.1503284118246564,0.3801780174511975,-0.0343042556331212,-0.0577943931747378,-0.0594558048113232,0.0,0.0858998198069434,0.0,0.0,-0.0966814940971882,-0.1164062538876613,-0.0990040784125673,-0.0368210670210123,-0.0359459607983861,0.0,-0.1847410946540623,0.0,0.0,0.0,0.0,0.1431372526154238,0.1147711501976354,0.0,0.0,0.0,0.0,-0.1989057482882676,0.0,0.0,0.0,0.0,1.0451707911818708,-0.1060681557376338,0.2425466496875514,-0.4662122603372971,0.0,0.2321070602354625,0.0,-0.15533158229648,-0.3978610251923633,-0.1236378522289195,0.2644161248237427,0.0,-0.3523802495967643,-0.1057500080058029,0.1156049429016001,0.2699876320807585,0.147567077594777,0.371098862233814,0.3875042474009138,-0.5373975564716411,-1.054163295132614,0.4073089647971495,0.0,-0.0627216260244756,-0.0942095575014822,-0.1705320469736256,-0.0622185393781673,0.0,0.1136415867051341,0.1961252639846295,0.0,-0.0873032225829797,-1.0375412513113151
0.1045169827938807,1.0819931434842482,0.0,0.0916038261358421,-1.4732123885492254,0.0,0.0,0.0752506953216215,0.134733239457935,0.0,0.2759256055324547,0.0,0.0,-0.0892751991632014,0.0,0.1851431022678067,0.0,0.0487666643242263,0.0,0.0,-0.0804972302757642,-0.254325451833446,0.3454891443987224,0.3830958932903135,-0.0491823207512238,0.0,0.0,0.0890129205979737,0.2644555310179342,0.1717743771482056,0.0750465063981964,-0.1107018850753518,-0.1434054275717439,-0.0678992891731515,-0.0676267747893066,-0.1443180794264251,0.0525224488360187,0.0,0.0,0.0,0.0,-0.0629625052497113,0.0,-0.1019041371436489,-0.0334983364346956,0.0782793727658025,-0.0505954806163526,0.0,0.0,0.067407748225054,0.0,0.0,0.0,-0.1442123919891726,0.5602376408679208,-0.3357505921600955,-0.547273566668758,0.0,0.3781465985734933,-0.6675274761177686,0.4353770815264945,-0.1218096031440778,0.3403106330331908,0.2618425307506141,0.0,-0.187030542561836,-0.0747328892766356,0.1486252223687747,0.2630852825318386,0.1140609568192808,0.3193560205461598,0.3600333423340882,-0.7111185548739118,0.4891837240598702,0.0414462929212697,0.0,0.0,0.2125414774163896,-0.2515044916973646,0.0,0.0311963582960427,0.1140059451361418,-0.141557356465159,0.0,-0.0881794290174705,-1.8492723278233716
-0.1923198898002855,-0.607053508594709,0.0,0.0,-0.6908204278001975,0.0,0.0,-0.2546889142213497,-0.5224541203803024,-0.1955098897207866,0.8845919312247106,0.1392902990210413,0.297957287645105,0.298042934389488,0.1312339310108829,0.0,0.0,0.0,0.0,0.074324358226355,0.0,0.2104299094435325,0.2640597106711909,0.5300220370480202,0.0,0.0,0.0,0.0788482794693558,0.1243835483982198,0.110908314719872,0.0,-0.1363798789253364,-0.1436040979747967,-0.0999168192362079,0.0,-0.1425025418359048,-0.0636594069894454,0.0,0.0,0.0,-0.0680364354240588,-0.0978799532626157,0.0,-0.0901546504060675,0.0,0.0,-0.0740731466638248,0.0,0.0,-0.0130241538144907,0.0,0.0,0.5454473017696823,0.6273842975753476,-0.3998151270139384,0.2454156907934701,-0.0775658199655139,-0.0660796835619116,0.5114441855568307,-0.4446295276428123,0.2736500472476523,-0.0550865231600836,0.268387717470767,0.2932547829523586,0.1053302633600796,-0.3096869493371399,0.0,0.0847923562940999,0.2481123070995362,0.0,0.4468459820477378,0.2797548587901728,-0.6039787267709509,-0.6004582821793341,-0.1588639543490842,0.0,0.0,-0.1285033419704161,-0.3862619219278053,0.2246906024878276,0.0,0.0,0.0,0.0,0.0,0.2563058660609305
-0.108711376060147,0.5541554190017653,-0.1632351577946736,0.1241498512580276,-0.7774249658521786,0.0,0.0,-0.112464889793717,-0.8409945096035021,-1.1009654318732152,1.2951481491462902,0.1426624850349487,0.3997748506851846,0.4079980391389334,0.0,-0.1085861927712534,0.0429911991098454,0.0,0.0,0.0753243899477538,0.0,0.1806830420935149,0.188937707171333,0.3964028899416293,-0.1303987426361987,0.0,0.0,0.0,-0.0401928400485214,0.0,0.0,0.0,0.0279980433362077,0.0,0.0,-0.1014541431014388,0.0,-0.0682851112793923,-0.02178077493476,-0.0388386392325367,-0.0466344612592763,0.0,-0.0917612260976118,-0.0531224989775295,-0.0635363657189309,0.0,0.0,0.0,-0.0561007158411343,0.0414335819160942,0.0,0.0,0.1378602689818346,0.1845095538061638,0.0641034818115551,0.1406772832227989,-0.236274724392809,0.0,0.4998282854219126,0.0,-0.1477560624622694,-0.6611930128269666,0.1162030453575048,0.1425059675775129,0.0,-0.4363740244547202,-0.052749818693678,0.1960165282985351,0.2462514018624827,0.1351164569278995,0.4198379064627955,0.3573105987739727,-0.4533781427138013,-0.3258133474390101,-0.0619472712188033,-0.0595416045407272,-0.0903337384159141,0.0,-0.2678538253257679,-0.0824656667955949,0.0,-0.0839799329211396,0.1248282547275087,-0.0804668623862156,0.0,0.4093049823750769
0.0,0.2689824633780588,-0.0651640520991298,0.0,-0.5354114447879084,0.0,0.0,-0.0623971765246769,-0.9795660346391192,-0.931365893345432,1.1808781771478831,0.1156048031331285,0.4905551534870743,0.1089949825846172,0.0,0.0,0.0,0.0,0.0,0.0,-0.035656398288421,0.1360957887891273,0.1013810110707691,0.4107775249098041,0.0,-0.039805334806949,0.0,-0.0552016375998241,0.0495862300982204,0.1228820912296207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0649267895690437,0.0,0.0,-0.0843991025245524,0.0,-0.0993211334588018,0.0,0.0,0.0,-0.0950232355336376,-0.0836712012737579,0.0,-0.0453246919301132,0.1056851796434217,0.18151981375677,0.0,0.1784506387129311,-0.3263672433540674,0.0,0.4431269904122404,-0.2668842914099277,0.1097051417296248,-0.4923990895763437,-0.1082730713245242,0.2481230347638623,0.0,-0.3467539857011282,-0.1450266161761203,0.1370196439370432,0.2840572840645955,0.1498692344447275,0.4142294011871923,0.3539791719463084,-0.519827031609473,-0.3626506680529461,0.0,0.0,0.0,0.0,0.0,-0.2860554013202397,0.1190072914888936,0.0,0.0,0.0,0.1094103241006411,0.3014261230309616
0.2933570840239206,0.366370440086786,0.0,0.1939399728317712,0.583293455303759,0.0456570970737535,0.0,0.0,-0.2023398978470547,-0.3405789477745642,0.5122349645134829,-0.0897385365899445,-0.29359382652237,0.0,0.5020165394833771,0.4764307922000839,0.0,0.0,0.0388426210180796,0.0,-0.3578380374561019,-0.4183403210566979,0.1236281149807672,0.4326259859050507,0.6027155876321961,-0.3113659514034779,-0.4671335187556444,0.3744281377697898,0.3262640971659936,0.2295733059545894,0.1499137040067508,-0.2958103530908382,-0.0926613616841423,0.0,0.0,0.0,0.0,0.0,0.0,0.0654056124555408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0855399751953809,-0.155808582792839,0.0,0.0,0.0941551024800158,0.8263488138748227,-0.455605266732188,0.267237702908953,0.2036412405844023,0.0,-0.4436425671543218,0.2396765171601638,-0.2850281322905452,0.2383761967166435,-0.4796502485578902,-1.2232830640412824,0.0877468208793055,1.0740972790875316,0.0,0.0568006587068479,-0.9189291997542516,0.0,-1.5973469321294886,0.2503445384457818,2.258646165579012,-1.0056014072670814,1.6150207972425148,0.0,0.0,0.171068514667201,0.1535458556149458,-0.3491921322284106,0.0,0.0517047049697334,-0.224873278357669,0.0,0.2062989343289576,-1.5122489151724994
0.0,-0.431085532509829,0.0,0.0678635685256343,-0.2244831504054643,0.0262502912702085,0.0,-0.686360733349832,-0.5261500854533689,-0.1534655471561365,0.8515370276686296,0.1287610383854551,0.2287447314224233,0.179177423664294,0.5228500112234995,0.1180819706260272,0.0,0.0582720565275436,0.0,0.0,-0.1627475371540425,0.0,0.1482639177860563,0.5891090887834647,0.0,-0.119762055984256,0.0,0.0738493129127872,-0.1139686706799456,0.0486052039409798,0.0,-0.0958837037677731,-0.083564250694661,0.0,0.0,0.0,0.0,0.0,0.0492474141206185,0.0,0.0,-0.0979309034365631,0.0,0.0,0.0,0.0469146907746571,0.0,0.0,0.0,0.0,0.0,0.0,0.1355311988388412,0.4708573934576181,-1.1342319811156223,0.3948395639601301,1.2194860652500292,0.0438664034732969,0.7584822416939514,-0.2754262017293105,0.9208507854809296,0.2498743291561815,0.5603642765271126,0.2978097979898515,0.0,-0.3923646204695123,-0.1557321314138748,0.0,0.2957733705282082,0.1484796584845695,0.5619859722342659,0.4747047495832877,-0.7906628872971837,-0.4605565737899844,0.030372700118523,0.0,0.0,-0.0991557983564941,0.6984681074683712,0.0,0.0412477991654847,-0.0646750580031088,0.0,0.0764661764840373,0.0,-0.3592480520399244
0.0,-0.1247911447002874,0.0,0.1067964702382582,-0.1006017850620004,0.0,0.0,-0.5029323370537444,-0.373994563755331,0.0,0.949633373777432,0.0959808784197306,0.2820390047049841,0.0678269699247278,0.4660499897497114,0.0718597933241818,-0.1599424571867271,0.0903557101286578,0.0,0.1330027772614546,0.0,0.1529587298882848,-0.0895207465578797,0.4905075932361917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0546077480970175,0.0,0.1197545895046174,0.0,0.0761993542089753,0.0815755656534213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1543814619835628,0.0,-1.1204909956602551,0.4538783973671263,1.4505926698247444,0.0,0.9130022836979668,0.0661876768273783,0.8802157396760535,1.5043848489554854,0.5401197478581334,0.2814040353609841,0.0,-0.3007115713771133,-0.0932625967770919,0.0,0.323434440647063,0.0,0.5784921565303636,0.4857327454894915,-0.7994321955489871,-0.24051225379631,-0.3220062171954758,0.0,0.0388956535158451,-0.2452991913929767,-0.2999597795111626,0.0,0.0,0.0,0.0,0.0,0.0,-0.4430665361697041
0.2217492405396273,0.7286448096201369,0.0422012285431003,0.1238403659441181,-0.56895115150975,0.0,0.0,0.0,-0.0845792739360335,-0.0816842541838769,0.4847035494426856,0.0,0.0,0.0,0.3920890871165762,-0.1907067316999863,-0.0634345493601916,0.0690023164538153,0.0,-0.0759573072594095,0.2450445065429792,-0.4684175396213054,-0.5215895303281554,0.3274334233007188,0.0,0.1005449144458163,0.4786359944245488,-0.4012871802351692,-0.4544264919963561,-0.2938313042833094,-0.2234408982871805,0.1213682395275335,0.1298259422765137,0.1580188931279496,0.066496550287449,0.0684882432235021,0.0,0.0,0.0,0.0,0.0895272960394659,0.1207675724790144,0.0,0.0,0.0188357502130906,-0.2018217175501994,-0.0351094514803075,0.0,0.0571397290406631,0.0,0.0,0.0569208229564801,-0.1000717830528875,0.0511825270562866,0.7866494696617892,-0.3491713016866813,-0.3344117464341847,0.0507285872120687,-0.9336160667142844,-0.4464919211189078,0.6604779702721997,1.029951263033615,-0.9636814748881488,0.4359627252457332,0.0405372773967139,-0.2021007705056506,0.0437536249837118,0.0,0.2262393897662831,0.3037198611010219,0.4579735755319427,0.0855994070661637,-0.9438227343370972,-0.0518595190181248,0.0,-0.0916385513259214,0.0594196226028063,0.0496199463994824,1.0926446854347036,-0.2024107213780682,0.1094342879233183,0.0,0.1760844539997198,0.0,0.0427668371772573,-0.5943450666991645
